Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
OpenTopRailcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
CubicFoot ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
AirTransitway ⊑ InternationalAirport: NA_ODP (k=10, nAx=1134, nAxPerStep=11.9, nDeltaODP = 98)
Navigation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Minivan ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
ShipCabin ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 98)
OffshoreSupportShip ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Region ⊑ InternationalAirport: NA_ODP (k=6, nAx=1134, nAxPerStep=19.8, nDeltaODP = 98)
Bridge ⊑ InternationalAirport: NA_ODP (k=10, nAx=1134, nAxPerStep=11.9, nDeltaODP = 97)
Obligation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
LengthMeasure ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
VehicleWheel ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
TrafficControlProcess ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
MajorAirCarrier ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
AirRoute ⊑ InternationalAirport: NA_ODP (k=5, nAx=1116, nAxPerStep=20.2, nDeltaODP = 97)
SingleValuedRelation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Gasoline ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CombinationCarrierShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Tunnel ⊑ InternationalAirport: NA_ODP (k=7, nAx=1134, nAxPerStep=17.0, nDeltaODP = 98)
Physical ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
TextureAttribute ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
DeepwaterPort ⊑ InternationalAirport: NA_ODP (k=7, nAx=1134, nAxPerStep=17.0, nDeltaODP = 98)
RailcarCarrierShip ⊑ InternationalAirport: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
FreightCar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ShipBerth ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 98)
RollingStock ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Motion ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
NavigationBuoy ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
TankCar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Coal ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Boxcar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
RailroadBridge ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 98)
RadioNavigationBeacon ⊑ InternationalAirport: NA_ODP (k=5, nAx=1115, nAxPerStep=20.0, nDeltaODP = 97)
DeviceStateAttribute ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
MerchantMarine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
Building ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
RailroadCompany ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CommonCarrier ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
AidToNavigation ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
Cabotage ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CarDistributionSystem ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PortableBridge ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 96)
CanalStructure ⊑ InternationalAirport: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 98)
AirTrafficControlEnRouteCenter ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CableShip ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Canoe ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
FishCarrierShip ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Aircraft ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
HangarBay ⊑ InternationalAirport: NA_ODP (k=5, nAx=1116, nAxPerStep=20.2, nDeltaODP = 98)
TransitShelter ⊑ InternationalAirport: NA_ODP (k=9, nAx=1135, nAxPerStep=13.3, nDeltaODP = 98)
SelfPoweredRoadVehicle ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 87)
PassportControl ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CabCar ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 95)
FireEngine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
Kayak ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
FishingVessel ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
RocketEngine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
TransitwayJunction ⊑ InternationalAirport: NA_ODP (k=9, nAx=1134, nAxPerStep=13.2, nDeltaODP = 98)
PlaningHullWatercraft ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
Attaching ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Certificate ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
FlagOfConvenienceRegister ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
StandardGaugeRailway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
ResearchShip ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Passport ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
HopperDredger ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Train ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 93)
VehicleRegistration ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
ShipHull ⊑ InternationalAirport: NA_ODP (k=4, nAx=1116, nAxPerStep=25.3, nDeltaODP = 98)
CruiseShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Crane ⊑ InternationalAirport: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
AnimalPoweredVehicle ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
VehicleClassForFHWA ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
LandTransitway ⊑ InternationalAirport: NA_ODP (k=10, nAx=1134, nAxPerStep=11.9, nDeltaODP = 97)
EtiologicAgent ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
TrackGauge ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CommercialShipping ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
RegistryTon ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
MaterialHandlingEquipment ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
HalfHeightContainer ⊑ InternationalAirport: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CementCarrierShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Cycle-TransportationDevice ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
PetroleumPipeline ⊑ InternationalAirport: NA_ODP (k=8, nAx=1134, nAxPerStep=14.9, nDeltaODP = 98)
GreatLakesShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DeepDraftWaterArea ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 98)
MetricTon ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CargoManifest ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
GovernmentOrganization ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PersonalWatercraft ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 94)
Address ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
ContentBearingObject ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
BillOfLading ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
ShipAgent ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CommercialAirport ⊑ InternationalAirport: Rejected (k=2, nAx=1019, nAxPerStep=2.0)
LongTon ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
BulkCargo ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PositionalAttribute ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Tugboat ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 93)
Communication ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PortFacility ⊑ InternationalAirport: NA_ODP (k=7, nAx=1134, nAxPerStep=17.0, nDeltaODP = 98)
SleeperRailcar ⊑ InternationalAirport: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
SymbolicString ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Ship ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
HumanHabitationArtifact ⊑ InternationalAirport: NA_ODP (k=9, nAx=1135, nAxPerStep=13.3, nDeltaODP = 98)
CargoContainer ⊑ InternationalAirport: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
UnpavedRunway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
OceanLiner ⊑ InternationalAirport: NA_ODP (k=3, nAx=1115, nAxPerStep=33.3, nDeltaODP = 98)
Position ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PortCity ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
City ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Drawbridge ⊑ InternationalAirport: NA_ODP (k=11, nAx=1135, nAxPerStep=10.9, nDeltaODP = 97)
TransitRoute ⊑ InternationalAirport: NA_ODP (k=9, nAx=1134, nAxPerStep=13.2, nDeltaODP = 98)
PusherTug ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
ChemicalAndPetroleumTankerShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Bicycle ⊑ InternationalAirport: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
DualGaugeRailway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
CommercialAgent ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
CanalSystem ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Engine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
Collection ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
PrivateRailcar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
HeadEndCar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ElectrifiedRailway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
RoadVehicle ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
InternationalOrganization ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CIAAirportLengthClassification ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
MassMeasure ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Watercraft ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
NarrowGaugeRailway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
DeepDraftPortCity ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PavedRunway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
DieselFuel ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Helicopter ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 96)
PetroleumProductPipeline ⊑ InternationalAirport: NA_ODP (k=8, nAx=1134, nAxPerStep=14.9, nDeltaODP = 98)
FlightSchedule ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
FixedBridge ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
TurbojetEngine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
Sailboat ⊑ InternationalAirport: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
Bus ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 95)
Roadway ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 92)
WhalingShip ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Guiding ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
ClassIRailroad ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
NationalShipRegister ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Bulkhead ⊑ InternationalAirport: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 98)
DeckCrane ⊑ InternationalAirport: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
Truck ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 91)
SelfPoweredVehicle ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 87)
Heliport ⊑ InternationalAirport: NA_ODP (k=10, nAx=1134, nAxPerStep=11.9, nDeltaODP = 98)
CanalLockGate ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
SeaLane ⊑ InternationalAirport: NA_ODP (k=10, nAx=1134, nAxPerStep=11.9, nDeltaODP = 98)
PortCrane ⊑ InternationalAirport: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
RiverPort ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
MultifunctionalLargeLoadCarrierShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DryBulkCarrierShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
GondolaRailcar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
LocomotiveCoalCar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
BargeCarrierShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DromedaryContainer ⊑ InternationalAirport: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CaseRole ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
VehicleCrew ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
MovingViolation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
RadarFacility ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
OneWayTransitway ⊑ InternationalAirport: NA_ODP (k=8, nAx=1134, nAxPerStep=14.9, nDeltaODP = 98)
SelfDischargingBulkCarrierShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
ContainerHandlingEquipment ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
ClassIIRailroad ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Airplane ⊑ InternationalAirport: NA_ODP (k=6, nAx=1116, nAxPerStep=16.8, nDeltaODP = 84)
BroadGaugeRailway ⊑ InternationalAirport: NA_ODP (k=11, nAx=1134, nAxPerStep=10.8, nDeltaODP = 97)
StationaryArtifact ⊑ InternationalAirport: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 98)
Radar ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
UnitOfMeasure ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
ContainerAndRoRoCargoShip ⊑ InternationalAirport: NA_ODP (k=3, nAx=1115, nAxPerStep=33.3, nDeltaODP = 98)
Lighter ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
PortDetention ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
GalleryCar ⊑ InternationalAirport: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
PalletizedCargoShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
IntermodalTransportationSystem ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
PassengerAndLandingCraft ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 97)
TransitwayState ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
⊤ ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
WaterArea ⊑ InternationalAirport: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 98)
FishFactoryShip ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ClassIIIRailroad ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
CanalLock ⊑ InternationalAirport: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 98)
Vehicle ⊑ InternationalAirport: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
TransitStop ⊑ InternationalAirport: NA_ODP (k=6, nAx=1134, nAxPerStep=19.8, nDeltaODP = 98)
WindPoweredDevice ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
RoadTransportationSystem ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
License ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
UserPoweredDevice ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
DangerousGoods ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Automobile ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 86)
ShipCompartment ⊑ InternationalAirport: NA_ODP (k=5, nAx=1116, nAxPerStep=20.2, nDeltaODP = 98)
DisplacementHullWatercraft ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
TimeInterval ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Canal ⊑ InternationalAirport: NA_ODP (k=10, nAx=1134, nAxPerStep=11.9, nDeltaODP = 98)
Artifact ⊑ InternationalAirport: NA_ODP (k=4, nAx=1116, nAxPerStep=25.3, nDeltaODP = 98)
Locomotive ⊑ InternationalAirport: NA_ODP (k=4, nAx=1114, nAxPerStep=24.8, nDeltaODP = 89)
WaterwayJunction ⊑ InternationalAirport: NA_ODP (k=5, nAx=1116, nAxPerStep=20.2, nDeltaODP = 97)
Windmill ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
OrganizationalProcess ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
SludgeDisposalVessel ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Attribute ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
TrafficLight ⊑ InternationalAirport: NA_ODP (k=5, nAx=1115, nAxPerStep=20.0, nDeltaODP = 97)
Transportation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
TruckTractor ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
UnsurfacedRoadway ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
Machine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
RailTransportationSystem ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
DeonticAttribute ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Railcar ⊑ InternationalAirport: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
PassengerShip ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Agent ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
DeckCargo ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
AsymmetricRelation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
JetEngine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
GasolineEngine ⊑ InternationalAirport: NA_ODP (k=3, nAx=1114, nAxPerStep=33.0, nDeltaODP = 98)
Freighter ⊑ InternationalAirport: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
RollOnRollOffCargoShip ⊑ InternationalAirport: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
IrreflexiveRelation ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
NaturalGasPipeline ⊑ InternationalAirport: NA_ODP (k=8, nAx=1134, nAxPerStep=14.9, nDeltaODP = 98)
OffshoreShipRegister ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
GeopoliticalArea ⊑ InternationalAirport: NA_ODP (k=2, nAx=1113, nAxPerStep=49.0, nDeltaODP = 98)
Ambulance ⊑ InternationalAirport: NA_ODP (k=3, nAx=1113, nAxPerStep=32.7, nDeltaODP = 97)
