Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
Ambulance ⊑ OpenTopRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Tugboat ⊑ BulkCargo: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PositionalAttribute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Communication: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PortFacility: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SleeperRailcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ SymbolicString: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Ship: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ HumanHabitationArtifact: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CargoContainer: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ UnpavedRunway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OceanLiner: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Position: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PortCity: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ City: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Drawbridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransitRoute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PusherTug: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ChemicalAndPetroleumTankerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Bicycle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ DualGaugeRailway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CommercialAgent: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CanalSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Engine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Collection: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PrivateRailcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ HeadEndCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ ElectrifiedRailway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RoadVehicle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ InternationalOrganization: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CIAAirportLengthClassification: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MassMeasure: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Watercraft: Accepted (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ NarrowGaugeRailway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeepDraftPortCity: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PavedRunway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DieselFuel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Helicopter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PetroleumProductPipeline: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FlightSchedule: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FixedBridge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TurbojetEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Sailboat: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Bus: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Roadway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ WhalingShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Guiding: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ClassIRailroad: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ NationalShipRegister: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Bulkhead: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeckCrane: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ Truck: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SelfPoweredVehicle: Accepted (k=3, nAx=1021, nAxPerStep=2.0)
Tugboat ⊑ Heliport: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CanalLockGate: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SeaLane: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PortCrane: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ RiverPort: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MultifunctionalLargeLoadCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DryBulkCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GondolaRailcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ LocomotiveCoalCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ BargeCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DromedaryContainer: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ CaseRole: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ VehicleCrew: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MovingViolation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RadarFacility: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OneWayTransitway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SelfDischargingBulkCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ContainerHandlingEquipment: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ClassIIRailroad: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Airplane: Rejected (k=3, nAx=1021, nAxPerStep=2.0)
Tugboat ⊑ BroadGaugeRailway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ StationaryArtifact: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Radar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ UnitOfMeasure: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Lighter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PortDetention: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GalleryCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ PalletizedCargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ IntermodalTransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PassengerAndLandingCraft: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransitwayState: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ⊤: Accepted (k=2, nAx=1016, nAxPerStep=0.5)
Tugboat ⊑ WaterArea: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FishFactoryShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ClassIIIRailroad: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CanalLock: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Vehicle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ TransitStop: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ WindPoweredDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RoadTransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ License: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ UserPoweredDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DangerousGoods: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Automobile: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipCompartment: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DisplacementHullWatercraft: Accepted (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ TimeInterval: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Canal: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Artifact: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Locomotive: Rejected (k=3, nAx=1021, nAxPerStep=2.0)
Tugboat ⊑ WaterwayJunction: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Windmill: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OrganizationalProcess: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SludgeDisposalVessel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Attribute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TrafficLight: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Transportation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TruckTractor: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ UnsurfacedRoadway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Machine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailTransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeonticAttribute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Railcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ PassengerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Agent: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DeckCargo: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AsymmetricRelation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ JetEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GasolineEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Freighter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RollOnRollOffCargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ IrreflexiveRelation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ NaturalGasPipeline: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OffshoreShipRegister: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GeopoliticalArea: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Ambulance: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ScaleTestCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ OutfitCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ FiveWellStackCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ ModeOfTransit: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SingleTrafficLane: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ContractCarrier: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FlatRackContainer: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ LightTruck: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
Tugboat ⊑ InternationalLaw: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PortEmbargo: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ContainerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TrainStation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Airport: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LegalCharge: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Translocation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ InternalShipRegister: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ IntermodalTransportation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Arriving: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LiquefiedGasTankerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ InternalCombustionEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CoachRailcar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ TakingOff: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ GeographicArea: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MilitaryVan: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ UreaCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RadarOrSonar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Catamaran: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CommercialCarrier: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Trail: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Dam: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Substance: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DepartmentOfTransportation: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LivestockCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MerchantMarineShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ VehicleCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransportationSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass5: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass6: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass7: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass8: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Transitway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass1: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PetroleumTankerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass2: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LocalTransitSystem: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass4: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DrillingShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ BinaryPredicate: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RoadJunction: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass9: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FullSizeVan: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ WoodChipsCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ DryBulkCargo: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MaritimeBlockade: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShippingChannel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShortSeaPassengerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Profession: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RailwayTerminal: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransportationDevice: Accepted (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ CrewDormCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ Signalling: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ MotorScooter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CombinationOreAndOilCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FishingTrawler: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ NavigationLight: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CommercialService: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RefrigeratedCargoShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Managing: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransportationSchedule: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TurbopropAirplane: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
Tugboat ⊑ Making: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ JetAirplane: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
Tugboat ⊑ Motorboat: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Pipeline: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Ramp: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirTrafficControlProcedure: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ PassengerCar: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TransportationCompany: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ CombinationBulkAndOilCarrierShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ TerminalBuilding: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Keeping: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ AirTrafficControlCenter: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ UserPoweredVehicle: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ IceBreakerShip: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipHatch: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShipRegister: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Shipping: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ ShippingLane: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Urea: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SelfPoweredDevice: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ ParkingGarage: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ RelationalAttribute: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass12: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SportUtilityVehicle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass13: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Wheel: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ InternationalAirport: Rejected (k=5, nAx=1114, nAxPerStep=19.8)
Tugboat ⊑ FHWAVehicleClass10: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ FHWAVehicleClass11: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ Cycle: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SurfacedRoadway: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ OrganicObject: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ HydraCushionFreightCar: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ TruckTrailer: Rejected (k=4, nAx=1022, nAxPerStep=1.8)
Tugboat ⊑ ElectronicDevice: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ LinerService: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
Tugboat ⊑ SteamEngine: NA_ODP (k=6, nAx=1122, nAxPerStep=17.8, nDeltaODP = 8)
